,image_id,strip_id,sensor_id,date,time,cloud_percent,item_type,image_geom,image_coords,image_area,aoi_coverage
101,20210329_151257_13_241d,4318601,PSB.SD,3/29/2021,15:12:57,0,PSScene,"[[[-78.91240845507089, 34.9015558727639], [-78.96285866334212, 34.710407575783734], [-78.57457251913424, 34.63961100424558], [-78.52288833599377, 34.83123888056617], [-78.91240845507089, 34.9015558727639]]]","[[-78.91240845507089, 34.9015558727639], [-78.96285866334212, 34.710407575783734], [-78.57457251913424, 34.63961100424558], [-78.52288833599377, 34.83123888056617], [-78.91240845507089, 34.9015558727639]]","POLYGON ((-78.91240845507089 34.9015558727639, -78.96285866334212 34.710407575783734, -78.57457251913424 34.63961100424558, -78.52288833599377 34.83123888056617, -78.91240845507089 34.9015558727639))",100
102,20210220_151136_41_2429,4184186,PSB.SD,2/20/2021,15:11:36,0,PSScene,"[[[-79.05272699312756, 34.98623988217989], [-79.10038280812186, 34.79649449947637], [-78.71620592736983, 34.730625420434436], [-78.66766340045656, 34.919094722411195], [-79.05272699312756, 34.98623988217989]]]","[[-79.05272699312756, 34.98623988217989], [-79.10038280812186, 34.79649449947637], [-78.71620592736983, 34.730625420434436], [-78.66766340045656, 34.919094722411195], [-79.05272699312756, 34.98623988217989]]","POLYGON ((-79.05272699312756 34.98623988217989, -79.10038280812186 34.79649449947637, -78.71620592736983 34.730625420434436, -78.66766340045656 34.919094722411195, -79.05272699312756 34.98623988217989))",100
103,20210322_160250_51_2401,4293453,PSB.SD,3/22/2021,16:02:50,0,PSScene,"[[[-79.11949841586407, 34.95752699632151], [-79.16732723397736, 34.77069535752744], [-78.78872090312166, 34.70449991641933], [-78.74030215913947, 34.890857742144], [-79.11949841586407, 34.95752699632151]]]","[[-79.11949841586407, 34.95752699632151], [-79.16732723397736, 34.77069535752744], [-78.78872090312166, 34.70449991641933], [-78.74030215913947, 34.890857742144], [-79.11949841586407, 34.95752699632151]]","POLYGON ((-79.11949841586407 34.95752699632151, -79.16732723397736 34.77069535752744, -78.78872090312166 34.70449991641933, -78.74030215913947 34.890857742144, -79.11949841586407 34.95752699632151))",100
104,20210322_151632_0e20,4292711,PS2,3/22/2021,15:16:32,0,PSScene,"[[[-78.89631019373451, 34.91072328692951], [-78.91475125455061, 34.837164431615314], [-78.63981116479813, 34.79071670064549], [-78.62175652697151, 34.86396729799964], [-78.89631019373451, 34.91072328692951]]]","[[-78.89631019373451, 34.91072328692951], [-78.91475125455061, 34.837164431615314], [-78.63981116479813, 34.79071670064549], [-78.62175652697151, 34.86396729799964], [-78.89631019373451, 34.91072328692951]]","POLYGON ((-78.89631019373451 34.91072328692951, -78.91475125455061 34.837164431615314, -78.63981116479813 34.79071670064549, -78.62175652697151 34.86396729799964, -78.89631019373451 34.91072328692951))",100
105,20210322_125610_0f44,4292022,PS2,3/22/2021,12:56:10,0,PSScene,"[[[-78.98484727967794, 34.82548786734941], [-78.96956253604232, 34.76155680439832], [-78.72871610731366, 34.801025865249926], [-78.74432668979759, 34.865140056813], [-78.98484727967794, 34.82548786734941]]]","[[-78.98484727967794, 34.82548786734941], [-78.96956253604232, 34.76155680439832], [-78.72871610731366, 34.801025865249926], [-78.74432668979759, 34.865140056813], [-78.98484727967794, 34.82548786734941]]","POLYGON ((-78.98484727967794 34.82548786734941, -78.96956253604232 34.76155680439832, -78.72871610731366 34.801025865249926, -78.74432668979759 34.865140056813, -78.98484727967794 34.82548786734941))",100
106,20210321_125429_0f2b,4288578,PS2,3/21/2021,12:54:29,2,PSScene,"[[[-79.00531757427096, 34.82740818663828], [-78.98987830347502, 34.76358484470721], [-78.75060450589477, 34.803246808118914], [-78.7662952230521, 34.86695985340453], [-79.00531757427096, 34.82740818663828]]]","[[-79.00531757427096, 34.82740818663828], [-78.98987830347502, 34.76358484470721], [-78.75060450589477, 34.803246808118914], [-78.7662952230521, 34.86695985340453], [-79.00531757427096, 34.82740818663828]]","POLYGON ((-79.00531757427096 34.82740818663828, -78.98987830347502 34.76358484470721, -78.75060450589477 34.803246808118914, -78.7662952230521 34.86695985340453, -79.00531757427096 34.82740818663828))",100
107,20210314_160254_64_2307,4264027,PSB.SD,3/14/2021,16:02:54,0,PSScene,"[[[-79.08275822327346, 34.94855146245917], [-79.13303427166267, 34.75567320535775], [-78.74195638384197, 34.685481068273525], [-78.69056736694087, 34.87843565090495], [-79.08275822327346, 34.94855146245917]]]","[[-79.08275822327346, 34.94855146245917], [-79.13303427166267, 34.75567320535775], [-78.74195638384197, 34.685481068273525], [-78.69056736694087, 34.87843565090495], [-79.08275822327346, 34.94855146245917]]","POLYGON ((-79.08275822327346 34.94855146245917, -79.13303427166267 34.75567320535775, -78.74195638384197 34.685481068273525, -78.69056736694087 34.87843565090495, -79.08275822327346 34.94855146245917))",100
108,20210312_160040_25_240f,4256464,PSB.SD,3/12/2021,16:00:40,0,PSScene,"[[[-79.10931244867815, 34.95456120534609], [-79.15864238109071, 34.76054398041239], [-78.76467062441502, 34.69271857299656], [-78.71496453901277, 34.88522264665988], [-79.10931244867815, 34.95456120534609]]]","[[-79.10931244867815, 34.95456120534609], [-79.15864238109071, 34.76054398041239], [-78.76467062441502, 34.69271857299656], [-78.71496453901277, 34.88522264665988], [-79.10931244867815, 34.95456120534609]]","POLYGON ((-79.10931244867815 34.95456120534609, -79.15864238109071 34.76054398041239, -78.76467062441502 34.69271857299656, -78.71496453901277 34.88522264665988, -79.10931244867815 34.95456120534609))",100
109,20210311_151115_41_2464,4253199,PSB.SD,3/11/2021,15:11:15,0,PSScene,"[[[-79.0496075204044, 34.95663698709835], [-79.0989342476283, 34.76560632782569], [-78.71251492183269, 34.697493424996246], [-78.66226976083374, 34.887088648423585], [-79.0496075204044, 34.95663698709835]]]","[[-79.0496075204044, 34.95663698709835], [-79.0989342476283, 34.76560632782569], [-78.71251492183269, 34.697493424996246], [-78.66226976083374, 34.887088648423585], [-79.0496075204044, 34.95663698709835]]","POLYGON ((-79.0496075204044 34.95663698709835, -79.0989342476283 34.76560632782569, -78.71251492183269 34.697493424996246, -78.66226976083374 34.887088648423585, -79.0496075204044 34.95663698709835))",100
110,20210311_153904_1040,4253513,PS2,3/11/2021,15:39:04,0,PSScene,"[[[-78.86585772071774, 34.90199868232786], [-78.88456695355609, 34.83016824984615], [-78.61441870073546, 34.782750007351986], [-78.59597047479295, 34.854719108552494], [-78.86585772071774, 34.90199868232786]]]","[[-78.86585772071774, 34.90199868232786], [-78.88456695355609, 34.83016824984615], [-78.61441870073546, 34.782750007351986], [-78.59597047479295, 34.854719108552494], [-78.86585772071774, 34.90199868232786]]","POLYGON ((-78.86585772071774 34.90199868232786, -78.88456695355609 34.83016824984615, -78.61441870073546 34.782750007351986, -78.59597047479295 34.854719108552494, -78.86585772071774 34.90199868232786))",100
111,20210310_153831_1025,4249303,PS2,3/10/2021,15:38:31,0,PSScene,"[[[-78.99271079099552, 34.92592059016997], [-79.01133818553885, 34.85427033673092], [-78.74154243922267, 34.80700381009285], [-78.72314423191979, 34.878845650988836], [-78.99271079099552, 34.92592059016997]]]","[[-78.99271079099552, 34.92592059016997], [-79.01133818553885, 34.85427033673092], [-78.74154243922267, 34.80700381009285], [-78.72314423191979, 34.878845650988836], [-78.99271079099552, 34.92592059016997]]","POLYGON ((-78.99271079099552 34.92592059016997, -79.01133818553885 34.85427033673092, -78.74154243922267 34.80700381009285, -78.72314423191979 34.878845650988836, -78.99271079099552 34.92592059016997))",100
112,20210310_125735_1054,4248354,PS2,3/10/2021,12:57:35,0,PSScene,"[[[-78.99577104244955, 34.868807640021394], [-78.98032606225566, 34.80441658861174], [-78.73719368907284, 34.8443921795034], [-78.75293216975783, 34.90886344628517], [-78.99577104244955, 34.868807640021394]]]","[[-78.99577104244955, 34.868807640021394], [-78.98032606225566, 34.80441658861174], [-78.73719368907284, 34.8443921795034], [-78.75293216975783, 34.90886344628517], [-78.99577104244955, 34.868807640021394]]","POLYGON ((-78.99577104244955 34.868807640021394, -78.98032606225566 34.80441658861174, -78.73719368907284 34.8443921795034, -78.75293216975783 34.90886344628517, -78.99577104244955 34.868807640021394))",100
113,20210310_125734_1054,4248354,PS2,3/10/2021,12:57:34,0,PSScene,"[[[-78.98177641471537, 34.81182873503267], [-78.9663384473813, 34.747438003952965], [-78.7233803123212, 34.78742132577102], [-78.73910970927139, 34.851898038573324], [-78.98177641471537, 34.81182873503267]]]","[[-78.98177641471537, 34.81182873503267], [-78.9663384473813, 34.747438003952965], [-78.7233803123212, 34.78742132577102], [-78.73910970927139, 34.851898038573324], [-78.98177641471537, 34.81182873503267]]","POLYGON ((-78.98177641471537 34.81182873503267, -78.9663384473813 34.747438003952965, -78.7233803123212 34.78742132577102, -78.73910970927139 34.851898038573324, -78.98177641471537 34.81182873503267))",100
114,20210309_151527_0e26,4245302,PS2,3/9/2021,15:15:27,0,PSScene,"[[[-78.9573317526367, 34.89833659916613], [-78.97585606328185, 34.825806709021585], [-78.70081934109665, 34.77839137816904], [-78.68257852954765, 34.85091933576148], [-78.9573317526367, 34.89833659916613]]]","[[-78.9573317526367, 34.89833659916613], [-78.97585606328185, 34.825806709021585], [-78.70081934109665, 34.77839137816904], [-78.68257852954765, 34.85091933576148], [-78.9573317526367, 34.89833659916613]]","POLYGON ((-78.9573317526367 34.89833659916613, -78.97585606328185 34.825806709021585, -78.70081934109665 34.77839137816904, -78.68257852954765 34.85091933576148, -78.9573317526367 34.89833659916613))",100
115,20210308_160540_66_2408,4241608,PSB.SD,3/8/2021,16:05:40,0,PSScene,"[[[-79.16276285403134, 34.97647247671858], [-79.21268067644768, 34.78873176565698], [-78.8292263035866, 34.71847177030941], [-78.77821247200536, 34.90720379882786], [-79.16276285403134, 34.97647247671858]]]","[[-79.16276285403134, 34.97647247671858], [-79.21268067644768, 34.78873176565698], [-78.8292263035866, 34.71847177030941], [-78.77821247200536, 34.90720379882786], [-79.16276285403134, 34.97647247671858]]","POLYGON ((-79.16276285403134 34.97647247671858, -79.21268067644768 34.78873176565698, -78.8292263035866 34.71847177030941, -78.77821247200536 34.90720379882786, -79.16276285403134 34.97647247671858))",100
116,20210308_125928_0f3c,4241123,PS2,3/8/2021,12:59:28,0,PSScene,"[[[-79.01815339102873, 34.83557858687782], [-79.00299697742287, 34.771531210130085], [-78.75989440760054, 34.81092671221891], [-78.77542247656963, 34.8752409384453], [-79.01815339102873, 34.83557858687782]]]","[[-79.01815339102873, 34.83557858687782], [-79.00299697742287, 34.771531210130085], [-78.75989440760054, 34.81092671221891], [-78.77542247656963, 34.8752409384453], [-79.01815339102873, 34.83557858687782]]","POLYGON ((-79.01815339102873 34.83557858687782, -79.00299697742287 34.771531210130085, -78.75989440760054 34.81092671221891, -78.77542247656963 34.8752409384453, -79.01815339102873 34.83557858687782))",100
117,20210307_125811_1052,4237530,PS2,3/7/2021,12:58:11,0,PSScene,"[[[-78.96790117977994, 34.872655007760464], [-78.95242937982627, 34.80804560232616], [-78.70886886260303, 34.84795502323904], [-78.72464679917304, 34.912778385333986], [-78.96790117977994, 34.872655007760464]]]","[[-78.96790117977994, 34.872655007760464], [-78.95242937982627, 34.80804560232616], [-78.70886886260303, 34.84795502323904], [-78.72464679917304, 34.912778385333986], [-78.96790117977994, 34.872655007760464]]","POLYGON ((-78.96790117977994 34.872655007760464, -78.95242937982627 34.80804560232616, -78.70886886260303 34.84795502323904, -78.72464679917304 34.912778385333986, -78.96790117977994 34.872655007760464))",100
118,20210307_125810_1052,4237530,PS2,3/7/2021,12:58:10,0,PSScene,"[[[-78.95403529651416, 34.815619333309336], [-78.93859824275468, 34.75101581902596], [-78.69521176776628, 34.79088602958773], [-78.71095638311256, 34.855713908893414], [-78.95403529651416, 34.815619333309336]]]","[[-78.95403529651416, 34.815619333309336], [-78.93859824275468, 34.75101581902596], [-78.69521176776628, 34.79088602958773], [-78.71095638311256, 34.855713908893414], [-78.95403529651416, 34.815619333309336]]","POLYGON ((-78.95403529651416 34.815619333309336, -78.93859824275468 34.75101581902596, -78.69521176776628 34.79088602958773, -78.71095638311256 34.855713908893414, -78.95403529651416 34.815619333309336))",100
119,20210304_151745_91_2259,4226941,PSB.SD,3/4/2021,15:17:45,0,PSScene,"[[[-78.84032088082391, 34.86327287082006], [-78.8861990234379, 34.68101959165106], [-78.51664158495794, 34.617804546798176], [-78.47026298151323, 34.79871570962557], [-78.84032088082391, 34.86327287082006]]]","[[-78.84032088082391, 34.86327287082006], [-78.8861990234379, 34.68101959165106], [-78.51664158495794, 34.617804546798176], [-78.47026298151323, 34.79871570962557], [-78.84032088082391, 34.86327287082006]]","POLYGON ((-78.84032088082391 34.86327287082006, -78.8861990234379 34.68101959165106, -78.51664158495794 34.617804546798176, -78.47026298151323 34.79871570962557, -78.84032088082391 34.86327287082006))",100
120,20210304_151743_71_2259,4226941,PSB.SD,3/4/2021,15:17:43,0,PSScene,"[[[-78.80540703663668, 35.00166683551646], [-78.8513750131413, 34.81944977319279], [-78.48119619516628, 34.75620224157025], [-78.434712606265, 34.937069561708924], [-78.80540703663668, 35.00166683551646]]]","[[-78.80540703663668, 35.00166683551646], [-78.8513750131413, 34.81944977319279], [-78.48119619516628, 34.75620224157025], [-78.434712606265, 34.937069561708924], [-78.80540703663668, 35.00166683551646]]","POLYGON ((-78.80540703663668 35.00166683551646, -78.8513750131413 34.81944977319279, -78.48119619516628 34.75620224157025, -78.434712606265 34.937069561708924, -78.80540703663668 35.00166683551646))",100
121,20210304_160412_09_2419,4226852,PSB.SD,3/4/2021,16:04:12,0,PSScene,"[[[-78.9619337147556, 34.867282536170244], [-79.01302386915614, 34.674539667475344], [-78.62025542789738, 34.60272210875486], [-78.56800115689421, 34.79616304009667], [-78.9619337147556, 34.867282536170244]]]","[[-78.9619337147556, 34.867282536170244], [-79.01302386915614, 34.674539667475344], [-78.62025542789738, 34.60272210875486], [-78.56800115689421, 34.79616304009667], [-78.9619337147556, 34.867282536170244]]","POLYGON ((-78.9619337147556 34.867282536170244, -79.01302386915614 34.674539667475344, -78.62025542789738 34.60272210875486, -78.56800115689421 34.79616304009667, -78.9619337147556 34.867282536170244))",100
122,20210304_160409_72_2419,4226852,PSB.SD,3/4/2021,16:04:09,0,PSScene,"[[[-78.92294242935588, 35.0142098468865], [-78.97419541321082, 34.82149100777713], [-78.5806736864432, 34.74959612662755], [-78.52833907492915, 34.94303022195149], [-78.92294242935588, 35.0142098468865]]]","[[-78.92294242935588, 35.0142098468865], [-78.97419541321082, 34.82149100777713], [-78.5806736864432, 34.74959612662755], [-78.52833907492915, 34.94303022195149], [-78.92294242935588, 35.0142098468865]]","POLYGON ((-78.92294242935588 35.0142098468865, -78.97419541321082 34.82149100777713, -78.5806736864432 34.74959612662755, -78.52833907492915 34.94303022195149, -78.92294242935588 35.0142098468865))",100
123,20210225_153943_1014,4202189,PS2,2/25/2021,15:39:43,0,PSScene,"[[[-78.90419337566088, 34.886851546515764], [-78.92306495040488, 34.81522019952259], [-78.65264296513212, 34.767241638856], [-78.63393152003705, 34.83921377767637], [-78.90419337566088, 34.886851546515764]]]","[[-78.90419337566088, 34.886851546515764], [-78.92306495040488, 34.81522019952259], [-78.65264296513212, 34.767241638856], [-78.63393152003705, 34.83921377767637], [-78.90419337566088, 34.886851546515764]]","POLYGON ((-78.90419337566088 34.886851546515764, -78.92306495040488 34.81522019952259, -78.65264296513212 34.767241638856, -78.63393152003705 34.83921377767637, -78.90419337566088 34.886851546515764))",100
